cname_qog,year,br_elect,ht_region,act_act,cckp_rain,cckp_temp,wdi_co2,fao_luagr,fao_luforest,epi_cda,epi_msw,epi_uwd
Iran,2015,1,3,1,17.1083333333333,18.425,8.28207518414406,28.2099990844727,6.55999994277954,40.3754727802781,19.018,48.0890003795601
Iraq,2015,2,3,NA,12.9666666666667,23.125,4.70236828634536,21.3099994659424,1.89999997615814,0,0,43.5726237655076
Ireland,2015,3,5,1,110.883333333333,9.38333333333333,7.63666362750659,64.3099975585938,10.9499998092651,74.9944993509692,81.7315199865406,100
Israel,2015,3,3,1,22.5666666666667,20.8,7.90058412190785,24.6700000762939,7.61999988555908,52.9990170882558,72.25,92.1181704670468
Italy,2015,3,5,1,65.4833333333333,13.383333333333301,NA,44.0099983215332,31.6100006103516,57.9091522865588,83.684,96.4245603864584
Cote d'Ivoire,2015,2,4,0,94.9833333333333,27,0.471910596606591,NA,NA,16.6839666499524,2.1,13.1344585648355
Jamaica,2015,3,10,1,113.591666666667,25.5833333333333,2.61926668813544,41,53.3199996948242,60.5789975965791,31.7440000030427,47.2430149041087
Japan,2015,3,6,1,147.275,11.5416666666667,9.15364142172863,12.3299999237061,68.4300003051758,57.5320850600119,86.48,90.3872435545325
Kazakhstan,2015,2,1,1,25.075,7.65,13.800054164653,80.1100006103516,1.23000001907349,40.942482837573,2.16079999957079,55.7072442672925
Jordan,2015,2,3,1,7.89166666666667,19.725,2.82744325708258,11.8999996185303,1.10000002384186,49.6039797928815,43.13,53.7958989961231
Kenya,2015,3,4,0,64.85,25.2166666666667,0.355454019955915,48.5499992370605,6.19000005722046,29.2203831881125,5.52,10.5906274480757
"Korea, North",2015,1,6,NA,74.9,6.725,1.00950919584005,21.8400001525879,50.9599990844727,NA,NA,50.5977839876942
"Korea, South",2015,3,6,1,91.2166666666667,11.8083333333333,11.7093976398721,17.8199996948242,65.0299987792969,41.2309820593402,96.7031999742027,82.831739305391
Kuwait,2015,2,3,NA,7.34166666666667,26.9,24.2424489472418,8.38000011444092,0.349999994039536,39.311954135668,0,57.0962275458674
Kyrgyzstan,2015,3,1,1,36.05,2.925,1.75381204989172,55.0400009155273,6.53000020980835,21.8476047899737,0,45.1854590372139
Laos,2015,1,7,0,125.558333333333,24.2833333333333,1.34197729056881,10.8100004196167,72.6500015258789,25.7662795664934,18.7,22.0022122022112
Lebanon,2015,2,3,1,54.425,16.0916666666667,3.74576720297556,64.3199996948242,13.7200002670288,33.4409837838512,61.4,46.0278492123864
Lesotho,2015,3,4,1,41.0916666666667,13.25,1.13980381938795,73.2200012207031,1.13999998569489,42.7539275874858,0,5.38577968049267
Latvia,2015,3,1,1,47.025,7.925,3.54363657234516,30.3299999237061,54.5900001525879,65.9587024018504,61.4326392065344,56.5091350703917
Liberia,2015,2,4,0,194.241666666667,25.8833333333333,0.2771427229816,19.3400001525879,80.6600036621094,19.7771293617149,0,6.07398147326521
Libya,2015,2,3,NA,3.6,22.4166666666667,8.88024053041959,8.72000026702881,0.119999997317791,56.9778762890693,0,48.977368687757
Liechtenstein,2015,3,5,1,114.225,7.61666666666667,1.37010942087003,32.25,41.8800010681152,NA,62.6555399913532,NA
Lithuania,2015,3,1,1,46.8666666666667,8.475,4.50404866243705,47.9799995422363,34.9099998474121,59.7898081476088,87.81,56.9968613390852
Luxembourg,2015,3,5,1,65.8666666666667,10.5166666666667,16.2425843217393,54.0200004577637,36.5,77.5209183618384,96.18,96.5955255483344
Madagascar,2015,2,4,0,111.925,22.975,0.150407888260536,70.2900009155273,21.4799995422363,9.81542409925977,0.630000000053068,3.56589608882635
Malawi,2015,3,4,0,75.8583333333333,22.75,0.0687618492182554,59.9300003051758,26,34.7564099229018,0,10.0996348620401
Malaysia (1966-),2015,3,7,1,231.875,26.0083333333333,7.75739069673438,26.0799999237061,59.2400016784668,33.7059818138999,81.4149999965338,47.7668388926066
Maldives,2015,2,8,1,197.083333333333,27.725,2.86160051877823,26.3299999237061,2.73000001907349,20.3569679329736,9.6199999981088,43.3888976821917
Mali,2015,3,4,1,26.8583333333333,28.875,0.181680620052621,33.7700004577637,10.8999996185303,35.3429569523283,0,7.27339542104448
Malta,2015,3,5,1,40.3166666666667,20.025,3.64184490386538,31.9699993133545,1.0900000333786,61.4950542164154,96.65,100
Mauritania,2015,2,4,1,8.99166666666667,28.5666666666667,0.715038994874578,38.4799995422363,0.330000013113022,21.8254854489234,12.4872,9.88232716032969
Mauritius,2015,3,4,0,176.441666666667,24.2583333333333,3.33705553201516,42.3600006103516,18.8700008392334,45.6713283830281,98,62.798541725479
Mexico,2015,3,2,1,61.9666666666667,21.5416666666667,3.96319112817122,53.0900001525879,34.1199989318848,59.587729985192,74.253,48.3105803518497
Monaco,2015,3,5,1,59.975,14.508333333333301,NA,NA,NA,NA,90.4,100
Mongolia,2015,3,6,0,15.883333333333301,1.55833333333333,7.76585750118645,72.9899978637695,9.10000038146973,0,0,42.8341334691002
Moldova,2015,3,1,1,37.95,11.6916666666667,1.74389263828571,70.5,11.75,54.1838461302888,13.788,50.3571778323593
Montenegro,2015,2,1,NA,93.6333333333333,9.9,3.60122894629829,17.2000007629395,61.4900016784668,58.4266409506322,5.256858,56.3522179409332
Morocco,2015,2,3,1,18.5833333333333,18.4833333333333,1.76761495335612,67.3199996948242,12.7399997711182,41.8624586300509,39.56,33.4244194376479
Mozambique,2015,2,4,0,73.7333333333333,24.6916666666667,0.239883237934824,51.75,48.25,0,0.69,14.1998717934224
Oman,2015,2,3,1,3.95833333333333,26.5166666666667,15.3224618662457,4.63000011444092,0.00999999977648258,21.4665167773899,0.00592,45.882351775167
Namibia,2015,2,4,1,18.4916666666667,21.1583333333333,1.72348226967511,47.1399993896484,8.5,33.7556870483044,4.185,16.6573759428893
Nauru,2015,3,9,0,NA,NA,3.82132264529058,20,0,43.2046553776794,0,34.8724381088157
Nepal,2015,3,8,0,115.666666666667,13.1416666666667,0.231435418304721,28.75,41.5900001525879,0,30.5217999992753,23.2801263815247
Netherlands,2015,3,5,1,67.1916666666667,10.8,10.1825736161847,54.8300018310547,10.8400001525879,59.5514869102056,100,100
Vanuatu,2015,3,9,0,235.541666666667,23.8416666666667,0.486895585143658,15.3400001525879,36.2799987792969,6.49925051681308,31.449999999288,20.3923813530179
New Zealand,2015,3,5,1,151.766666666667,10.0333333333333,7.59140892573493,40.6800003051758,37.4000015258789,52.9514713534014,68,73.4584324621453
Nicaragua,2015,3,2,NA,180.333333333333,25.5916666666667,0.85675918010554,42.0900001525879,32.4700012207031,47.4093698104124,11.4464000051051,40.0663781997195
Niger,2015,3,4,1,14.825,27.6916666666667,0.101384119910429,36.0800018310547,0.899999976158142,0,1,0
Nigeria,2015,3,4,1,86.3666666666667,27.325,0.640003153848121,75.3600006103516,24.6399993896484,50.3515375019987,7.68000000081116,1.9434928277593
Norway,2015,3,5,1,104.6,2.51666666666667,9.0992871497109,2.70000004768372,33.25,54.5907499006403,97.5942,99.3193317032452
Micronesia,2015,3,9,1,401.5,26.8,1.31331098764865,31.4300003051758,91.8099975585938,44.9939727037758,0,32.5400013272815
Marshall Islands,2015,3,9,1,264.191666666667,28.25,2.48982398718641,47.7799987792969,52.2200012207031,44.1733164000356,22.08,29.3191524754588
Palau,2015,3,9,0,180.041666666667,28.35,12.6627228983866,9.35000038146973,89.1100006103516,55.4427489693231,0,37.5353857882321
Pakistan (1971-),2015,3,8,0,33.825,20.9083333333333,0.945421161804379,46.9599990844727,5.09999990463257,48.8323616054744,31.08,12.6453910914555
Panama,2015,3,2,0,189.041666666667,25.8333333333333,2.80443025263784,30.4799995422363,57.6199989318848,32.0315108808068,41.9650000064696,39.3956778379445
Papua New Guinea,2015,3,9,0,254.433333333333,25.1083333333333,0.922655105747261,2.63000011444092,79.5500030517578,45.5290995766369,43.86,14.3256578415366
Paraguay,2015,3,2,1,115.333333333333,24.3833333333333,0.942414766534714,55.2599983215332,44.0400009155273,34.370270251669,34.9655999977762,44.8873449363208
Peru,2015,3,2,1,125.225,20.2833333333333,1.72743190236244,18.2299995422363,57.1800003051758,21.8766190266038,29.9655600047049,42.4731896550551
Philippines,2015,3,7,0,187.758333333333,26.0166666666667,1.14696532119663,41.7200012207031,23.5200004577637,26.4596536084421,17.3599999969929,31.8844285342853
Poland,2015,3,1,1,42.75,9.86666666666667,7.52003900763252,46.9300003051758,30.7700004577637,67.5443298741853,91.148,64.4953204100944
Portugal,2015,3,5,1,45.8583333333333,16.025,4.75559466835347,39.7200012207031,36.1500015258789,60.7468571344577,90.206,83.6833412256357
Guinea-Bissau,2015,3,4,0,135.983333333333,27.625,0.160425788135174,28.0900001525879,71.9100036621094,36.9247889413956,0,3.30801335364765
Timor-Leste,2015,3,7,NA,111.666666666667,25.075,0.41994329191124,25.5499992370605,62.4099998474121,16.1210189517593,0,25.1071389914976
Qatar,2015,0,3,0,3.65,28.55,41.6421622085115,5.90000009536743,0,14.091034378435,60.2359999992248,56.3653540165225
Romania,2015,3,1,1,51.25,10.758333333333301,3.61914153968264,60.2299995422363,29.9899997711182,100,65.7612,54.9208452306052
Russia,2015,2,1,1,37.875,-4.25833333333333,11.7852203798736,13.1599998474121,49.7599983215332,54.2193596250669,3.195,55.4301368405744
Rwanda,2015,2,4,0,102.725,19.2833333333333,0.0845059372045438,73.4400024414062,10.9399995803833,20.7175563364907,0,14.2848492146931
St Kitts and Nevis,2015,3,10,1,107.175,25.4583333333333,4.58339192250605,23.0799999237061,42.310001373291,50.06961497526,78.4,38.4995960337846
St Lucia,2015,3,10,0,142.991666666667,26.6666666666667,2.29282181257886,17.3799991607666,34.0499992370605,50.161481429346,77.5399999958772,42.458586292361
St Vincent and the Grenadines,2015,3,10,1,94.55,27.7583333333333,2.01579506724814,17.9500007629395,73.1800003051758,62.892278227411,72.8163799937672,40.6721615115301
San Marino,2015,NA,5,1,NA,NA,NA,38.3300018310547,16.6700000762939,58.8173932161316,31.084500002329,100
Sao Tome and Principe,2015,3,4,0,153.375,23.3666666666667,0.570003810822737,45.8300018310547,57.2900009155273,28.7538242494869,0,32.6446028704122
Saudi Arabia,2015,0,3,0,5.68333333333333,25.9,20.4022516221007,80.7699966430664,0.449999988079071,27.9573881429778,61.4200000295429,49.7331346605543
Senegal,2015,3,4,1,60.825,28.8833333333333,0.729704490714691,46.0900001525879,42.939998626709,8.56330462312262,0.856800000081498,10.2953957389358
Serbia,2015,3,1,1,59.1833333333333,12.0416666666667,6.18989263863558,39.7999992370605,31.0900001525879,79.4336922630671,44.7183696086957,60.0995738752101
Seychelles,2015,2,4,0,167.841666666667,28.0916666666667,5.25993641550434,3.36999988555908,73.2600021362305,100,0,44.6586707050952
Sierra Leone,2015,3,4,0,209.416666666667,26.6833333333333,0.148788315085764,54.7099990844727,36.4900016784668,9.8638513813582,0,9.80276096502868
Singapore,2015,2,7,1,150.033333333333,27.8833333333333,11.1023602159493,0.930000007152557,23.2299995422363,10.9256078277753,99.6,87.1721444739629
Slovakia,2015,3,1,1,57.2916666666667,9.325,5.76775899410764,39.2799987792969,39.9700012207031,79.6264667210748,80.596,63.5288202398319
Vietnam,2015,1,7,1,152.658333333333,25.1166666666667,2.03210755160208,39.1800003051758,45.3499984741211,20.8232652973739,22.8,50.1022051270188
Slovenia,2015,3,1,1,116.641666666667,10.275,6.07218355333649,30.6100006103516,61.9599990844727,68.9105396725609,83.8122575982721,70.0205141596475
Somalia,2015,0,4,0,25.2083333333333,27.3916666666667,0.0457139096545741,70.3399963378906,10.1400003433228,NA,0,3.51480016720534
South Africa,2015,2,4,1,30.6416666666667,18.9166666666667,8.37665534191835,79.4199981689453,14.210000038147,55.6004723467299,77.0400000173374,20.9843393506513
Zimbabwe,2015,2,4,0,36.475,22.25,0.891623872056209,41.8800010681152,45.689998626709,38.1633435178929,11.04,14.2042747491085
Spain,2015,3,5,1,39.7916666666667,14.425,5.39341894917394,53.189998626709,37.1300010681152,62.8876542895782,88.982,93.6658315995316
South Sudan,2015,0,4,NA,80.4666666666667,27.8583333333333,0.181371036664291,45.1500015258789,11.3299999237061,NA,0,3.77933995518434
Sudan (2012-),2015,2,4,0,18.8083333333333,28.2166666666667,NA,36.8699989318848,10.3900003433228,39.0130067475597,53.7919999886977,17.738627116447802
Suriname,2015,3,10,0,199.416666666667,26.45,3.0824164425113,0.560000002384186,97.7699966430664,44.7011566976111,0,34.7743701457653
Eswatini (former Swaziland),2015,2,4,0,61.6333333333333,21.475,0.890142059555597,71.0500030517578,28.5799999237061,46.4350803673523,0,10.3511520345595
Sweden,2015,3,5,1,58.65,3.375,3.89632404160917,7.46000003814697,68.6900024414062,67.5273692584084,99.84,96.6480816099115
Switzerland,2015,3,5,1,111.616666666667,6.96666666666667,4.30703579012643,38.439998626709,31.6800003051758,71.1859984293205,99,100
Syria,2015,2,3,NA,21.7916666666667,18.8333333333333,1.6277712323908,75.8099975585938,2.83999991416931,NA,16,49.8931061079032
Tajikistan,2015,2,1,1,48.0916666666667,4.2,0.592079302316008,34.1399993896484,3.03999996185303,34.7892269605804,0,29.8984402172901
Thailand,2015,0,7,1,113.683333333333,27.2333333333333,4.13835221791799,43.2799987792969,39.2700004577637,38.963759267199,32.8800000007448,41.9097638266082
Togo,2015,2,4,1,87.625,27.7083333333333,0.360032242920336,70.2300033569336,22.5100002288818,22.4077864162775,1.026,2.26009684297047
Tonga,2015,3,9,0,128.041666666667,24.3916666666667,1.20073228088628,48.6100006103516,12.4300003051758,59.8241536143346,27.2,43.6886016276623
Trinidad and Tobago,2015,3,10,1,106.933333333333,26.7916666666667,33.7550849139768,10.5299997329712,44.8899993896484,50.2059913522625,10.4,48.5090079298607
United Arab Emirates,2015,0,3,0,5.325,28.1,21.0263924904727,5.3899998664856,4.46999979019165,23.2916648719817,26.7880000012,51.635182602571
Tunisia,2015,3,3,1,23.6083333333333,20.575,2.70598282693418,63.2999992370605,4.46999979019165,48.4654951893143,39.65,48.5208784422516
Turkey,2015,3,3,0,52.1583333333333,11.7333333333333,4.46123115481488,50.0900001525879,28.1000003814697,37.9262718189716,48.4659999872135,46.4105374812515
Turkmenistan,2015,2,1,0,14.8333333333333,16.6,12.6990918887022,72.0100021362305,8.77999973297119,32.1282537613137,59.2,46.8357081818352
Tuvalu,2015,3,9,1,303.858333333333,28.375,0.991170375709523,60,33.3300018310547,43.4917214570754,12.7500000012533,34.2178462983187
Uganda,2015,2,4,1,109.458333333333,23.1666666666667,0.139771240905896,71.8899993896484,12.6899995803833,10.7633297272249,4.87499999992903,14.5623246844711
Ukraine,2015,3,1,1,41.2833333333333,10.35,4.34697596024417,71.6500015258789,16.6700000762939,62.5891877381012,73.0674000226348,55.6075695467131
North Macedonia,2015,3,1,1,58.4333333333333,11.025,3.41423382939103,50.0400009155273,39.4300003051758,91.68928285818,72.0504,57.127385709907
Egypt,2015,0,3,0,2.925,23.2916666666667,2.42941973461636,3.80999994277954,0.0500000007450581,48.2507973365171,16.315,32.2396732605439
United Kingdom,2015,3,5,1,106.941666666667,9.00833333333333,6.22023961495676,70.8399963378906,13.039999961853,84.9853737757071,92.9144,100
Tanzania,2015,2,4,0,83.6083333333333,22.9666666666667,0.251220814599751,44.7599983215332,54.2900009155273,4.25423448862546,0,15.6585858316316
United States,2015,3,5,1,62.5333333333333,8.40833333333333,15.989866258056,44.2400016784668,33.9000015258789,69.0917071342482,48.3192,88.7333068911848
Burkina Faso,2015,2,4,1,66.6083333333333,28.8833333333333,0.183849877287497,44.2299995422363,23.6299991607666,10.9678555315992,10.2400000013979,6.90588005535538
Uruguay,2015,3,2,0,106.133333333333,18.3333333333333,1.96353790391526,81.6699981689453,10.9700002670288,46.4407954168989,48.8591999848169,60.0035635114595
Uzbekistan,2015,2,1,NA,20.125,13.9416666666667,3.2885827616945,58.1100006103516,8.0600004196167,73.5688508069675,0,53.4009369057622
Venezuela,2015,3,2,0,142.1,26.4166666666667,5.71422342703963,24.3799991607666,52.9300003051758,50.9974915475587,0,43.7953809038539
Samoa,2015,2,9,0,297.425,27.3833333333333,1.21277640261895,26.7199993133545,57.9799995422363,37.6587205075599,51.68,40.0172916911651
Yemen,2015,0,3,1,14.325,24.0333333333333,0.497091070160344,44.3800010681152,1.03999996185303,56.8807996404238,13.024,20.6457683584936
Zambia,2015,3,4,1,75.1,22.4166666666667,0.285427858211675,32.060001373291,61.5499992370605,0.439425054772059,0,10.1654332222006
